鄉鎮市區,交易標的,土地位置建物門牌,都市土地使用分區,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位移轉總面積(平方公尺),車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,Lat,Lng
中壢區,房地(土地+建物)+車位,桃園市中壢區中華路一段７８３巷２號四樓,工,1110310,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,12.63,80.22,3,1,2,有,有,8180000,101970,20.75,0,37.05,1.38,4.25,有,24.9679361,121.2472394
中壢區,房地(土地+建物),桃園市中壢區日新路７３巷５號二樓　　,住,1110111,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,24.58,77.47,4,4,4,有,無,5660000,73061,0,0,77.47,0,0,無,24.9553386,121.2395091
中壢區,房地(土地+建物)+車位,桃園市中壢區三光路１６５號八樓,住,1110331,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,15.77,143.01,2,2,2,有,有,10000000,69925,0,0,85.45,2.16,3.49,有,24.9635592,121.2128888
中壢區,房地(土地+建物),桃園市中壢區吉利九街３號五樓,,1110304,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,21.8,78.71,3,2,1,有,無,2700000,34303,0,0,61.91,0,16.8,無,24.983603,121.251613
中壢區,房地(土地+建物),桃園市中壢區榮民路１８８號四樓,住,1110319,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,16.77,100.2,3,2,2,有,有,5300000,52894,0,0,66.76,1.78,7.21,有,24.9662585,121.2607511
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵站前西路一段２８６號十七樓之５,商,1110318,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.3,171.77,2,2,2,有,有,21990000,139097,26.62,1800000,84.98,0,10.28,有,25.0088334,121.2176671
中壢區,房地(土地+建物),桃園市中壢區力行北街５３號之７,住,1110404,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,5.91,30.86,1,0,1,有,有,1265000,40992,0,0,21.33,0.95,0,有,24.954247,121.239366
中壢區,房地(土地+建物)+車位,桃園市中壢區環中東路二段３１２巷３號十四樓之２,住,1110321,土地1建物1車位1,十四層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,17.82,192.83,4,2,2,有,有,10680000,55386,0,0,113.58,5.77,18.86,有,24.9484873,121.2352442
中壢區,房地(土地+建物),桃園市中壢區吳鳳三街５號三樓,住,1110321,土地4建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,29.22,69.37,4,0,4,有,無,4580000,66023,0,0,69.37,0,0,無,24.9458685,121.2247766
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵站前西路一段２８６號十一樓之２,商,1110317,土地1建物1車位3,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,37.61,324.78,2,2,2,有,有,35800000,119223,79.86,6600000,144.89,0,15.79,有,25.0088334,121.2176671
中壢區,房地(土地+建物),桃園市中壢區環保路５２２巷５１號,,1110314,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,74.14,165.86,4,2,3,有,無,6500000,39190,0,0,140.05,0,4.88,無,25.0097426,121.1911053
中壢區,房地(土地+建物),桃園市中壢區元化路二段４３巷９之３號,都市：其他:道路用地,1100929,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,29,78.3,2,2,1,有,無,3720000,47510,0,0,78.3,0,0,無,24.9620976,121.2216167
中壢區,房地(土地+建物),桃園市中壢區中美路一段１８號十五樓之１１,商,1110314,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3.07,42.18,1,1,1,有,有,2780000,65908,0,0,24.38,0,4.08,有,24.9597456,121.2236
中壢區,房地(土地+建物)+車位,桃園市中壢區龍川四街５７號五樓,住,1110304,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,14.61,118.14,2,2,1,有,有,7500000,63484,0,0,51.91,2.8,3.27,有,24.9368761,121.2451739
中壢區,房地(土地+建物)+車位,桃園市中壢區春德路２６５號十五樓,商,1110319,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,11.47,90.14,2,2,1,有,有,10985000,121866,17.11,0,40.72,2.16,4.76,有,25.0140709,121.211439
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段７１號十樓,住,1110311,土地1建物1車位1,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,27.83,210.14,3,2,2,有,有,20000000,95175,0,0,106.41,7.75,6.93,有,25.0083531,121.2022961
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３２號七樓,住,1100308,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.76,131.12,2,2,1,有,有,11300000,101796,37.01,1720000,59.25,0,3.33,有,24.9652009,121.2177781
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３２號九樓,住,1100912,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.76,131.12,2,2,1,有,有,11400000,103071,37.01,1700000,59.25,0,3.33,有,24.9652009,121.2177781
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２１號二樓,住,1101103,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.19,133.38,2,2,1,有,有,11100000,97541,37.01,1700000,60.55,0,3.52,有,24.9646753,121.2177354
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２１號五樓,住,1100913,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.19,133.38,2,2,1,有,有,11310000,99720,37.01,1700000,60.55,0,3.52,有,24.9646753,121.2177354
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２１號七樓,住,1091223,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.19,133.38,2,2,1,有,有,11630000,100965,37.01,1900000,60.55,0,3.52,有,24.9646753,121.2177354
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２１號八樓,住,1100310,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.19,133.38,2,2,1,有,有,11500000,101691,37.01,1700000,60.55,0,3.52,有,24.9646753,121.2177354
中壢區,房地(土地+建物),桃園市中壢區中央西路一段１１號十一樓之十七,商,1110404,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3.73,35.99,1,0,1,有,有,2400000,66685,0,0,25.9,0,0,有,24.957177,121.223057
中壢區,房地(土地+建物),桃園市中壢區中山東路一段２２３巷８９弄２３號二樓　　,住,1110330,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,18.83,91.06,3,3,3,有,有,4600000,50516,0,0,70.26,0,8.25,有,24.9586447,121.2364978
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２３號三樓,住,1100104,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.12,132.97,2,2,1,有,有,11060000,98374,37.01,1620000,58.47,0,5.35,有,24.9646753,121.2177354
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２３號七樓,住,1100503,土地1建物1車位2,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,29.53,169.97,2,2,1,有,有,13000000,98801,74.02,3520000,58.47,0,5.35,有,24.9646753,121.2177354
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２５號三樓,住,1100104,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,21.09,121.41,2,2,1,有,有,9900000,97156,37.01,1700000,52.79,0,3.36,有,24.9646587,121.2176718
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２３號二樓,住,1100406,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.12,132.97,2,2,1,有,有,11200000,97749,37.01,1820000,58.47,0,5.35,有,24.9646753,121.2177354
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２５號四樓,住,1100902,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,21.09,121.41,2,2,1,有,有,9950000,97749,37.01,1700000,52.79,0,3.36,有,24.9646587,121.2176718
中壢區,房地(土地+建物)+車位,桃園市中壢區環中東路２８號八樓,住,1110401,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.63,179.88,3,2,2,有,有,3600000,20013,0,0,101.64,0,12.86,有,24.9665388,121.2596572
中壢區,房地(土地+建物)+車位,桃園市中壢區松勤路５６號十四樓,商,1110320,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,16.81,168.06,3,2,2,有,有,11460000,68190,0,0,79.45,0,14.14,有,24.9603159,121.1644472
中壢區,房地(土地+建物),桃園市中壢區後寮二路２２７巷１８號九樓,商,1110320,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,10.68,94.32,3,2,2,有,有,5900000,62553,0,0,59.92,0,8.04,有,24.9382706,121.2485226
中壢區,房地(土地+建物)+車位,桃園市中壢區中山東路二段２８號六樓　　,住,1110409,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,23.41,148.8,3,2,2,有,有,10000000,67204,0,0,79,0,12.02,有,24.9540426,121.2373515
中壢區,房地(土地+建物)+車位,桃園市中壢區青埔四街１８９號八樓,住,1110318,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,29.61,237.09,3,2,2,有,有,20500000,105880,69.92,2800000,96.61,6.06,8.71,有,25.0073935,121.2217775
中壢區,房地(土地+建物)+車位,桃園市中壢區環西路二段３５２之１０號五樓,住,1110326,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,8.53,110.75,2,2,1,有,有,8960000,90333,27.06,1400000,49.94,2.08,7.57,有,24.9650762,121.2147093
中壢區,房地(土地+建物)+車位,桃園市中壢區華愛一街３６巷２９號,住,1110314,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,76.56,202.5,4,2,3,有,有,11000000,54321,0,0,178.25,10.78,9.42,無,24.9533624,121.2602595
中壢區,房地(土地+建物)+車位,桃園市中壢區中央西路二段１５０巷１８號五樓,住,1110330,土地2建物1車位1,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,32.08,134.71,3,2,2,有,無,6150000,45654,0,0,86.07,0,10.79,無,24.958943,121.213526
中壢區,房地(土地+建物)+車位,桃園市中壢區吉林路２５號五樓,,1110331,土地1建物1車位3,五層,八層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,257.04,770.85,0,0,0,無,有,26421634,34276,0,2420397,538.37,0,0,有,24.9797358,121.2454898
中壢區,房地(土地+建物)+車位,桃園市中壢區吉林路２５之２號七樓,,1110331,土地1建物1車位3,七層,八層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,261.63,779.02,0,0,0,無,有,26675112,34242,0,2662437,538.7,0,0,有,24.9797358,121.2454898
中壢區,房地(土地+建物),桃園市中壢區環西路二段３００巷６之６號十五樓,住,1110313,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,6.49,83.56,2,2,1,有,有,6930000,82934,0,0,43.16,1.34,12.73,有,24.9642693,121.2127599
中壢區,房地(土地+建物),桃園市中壢區環西路二段３００巷２之９號十五樓,住,1110330,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,7.03,83.95,2,2,1,有,有,7080000,84336,0,0,43.45,1.04,13.01,有,24.9641047,121.2132229
中壢區,房地(土地+建物)+車位,桃園市中壢區環西路二段２２６巷６號七樓,住,1110307,土地2建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,20.79,125.56,2,2,1,有,有,8600000,68493,0,0,53,9.53,3.17,有,24.9644522,121.2116402
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２７號,住,1110318,土地1建物1車位1,一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,30.93,178.22,3,2,2,有,有,15880000,99710,37.01,1800000,85.93,0,8.02,有,24.9645021,121.217816
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２７號三樓,住,1091215,土地1建物1車位2,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,36.78,211.87,3,2,2,有,有,16730000,95829,74.02,3520000,83.66,0,8.02,有,24.9645021,121.217816
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２７號五樓,住,1100413,土地1建物1車位2,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,36.78,211.87,3,2,2,有,有,16940000,96772,74.02,3600000,83.66,0,8.02,有,24.9645021,121.217816
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２５號五樓,住,1091231,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,21.09,121.41,2,2,1,有,有,10000000,99289,37.01,1620000,52.79,0,3.36,有,24.9646587,121.2176718
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝三街２５號八樓,住,1101229,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,21.09,121.41,2,2,1,有,有,10090000,99408,37.01,1700000,52.79,0,3.36,有,24.9646587,121.2176718
中壢區,房地(土地+建物),桃園市中壢區惠州街１０４號四樓,住,1110320,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,10.53,52.21,1,1,1,有,有,4700000,90021,0,0,28.65,1.83,2.97,有,24.9465967,121.2315778
中壢區,房地(土地+建物),桃園市中壢區中平路１３７號十一樓之１１,商,1110313,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,2.52,29.88,1,1,1,有,有,2300000,76975,0,0,16.7,0,4.72,有,24.9556402,121.2226096
中壢區,房地(土地+建物)+車位,桃園市中壢區龍昌路５３８號二樓,,1110401,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,25.87,186.59,3,2,2,有,有,12000000,64312,0,0,87.99,7.26,4.4,有,24.9299342,121.2487512
中壢區,房地(土地+建物)+車位,桃園市中壢區民權路四段４７５號十樓,住,1110224,土地3建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,57.19,309.42,4,2,2,有,有,25660000,82929,56.84,0,153.78,0,13.52,有,25.0089108,121.201627
中壢區,房地(土地+建物)+車位,桃園市中壢區聖溪二路２１０號三樓之５,,1110404,土地2建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,37.13,152.1,3,2,2,有,有,8500000,55884,0,0,79.7,0,7.49,有,25.0209146,121.1959145
中壢區,房地(土地+建物)+車位,桃園市中壢區仁愛里１０鄰功學社新村３５９之１號二樓,住,1110402,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,26.52,97.61,2,1,1,有,有,6700000,68641,0,0,50.88,3.94,3.15,有,24.9551176,121.2551379
中壢區,房地(土地+建物),桃園市中壢區永福路１１０１號十二樓,,1110321,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,35.75,211.43,4,2,2,有,有,5500000,26013,0,0,113.24,0,13.66,有,24.9672043,121.2521706
中壢區,房地(土地+建物)+車位,桃園市中壢區永泰路１７９號五樓,住,1110222,土地1建物1車位2,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,32.32,220.19,4,2,2,有,有,18000000,81748,0,0,94.89,14.94,13.18,有,25.0107011,121.2044434
中壢區,房地(土地+建物),桃園市中壢區興隆街１６號,住,1110315,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,153,123.2,15,1,15,有,無,23900000,193994,0,0,123.2,0,0,無,24.9629522,121.2225475
中壢區,房地(土地+建物),桃園市中壢區振興街１４０號六樓之４４,住,1110411,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3.31,18.71,1,0,1,有,有,950000,50775,0,0,10.56,0,2.38,有,24.9538239,121.242007
中壢區,房地(土地+建物),桃園市中壢區振興街１４０號五樓之５,住,1110411,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2.21,12.82,1,0,1,有,有,650000,50702,0,0,7.01,0,2.15,有,24.9538239,121.242007
中壢區,房地(土地+建物),桃園市中壢區環北路３５２號十九樓之３,住,1110330,土地1建物1車位0,十九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,5.12,65.94,1,1,1,有,有,6850000,103882,0,0,42.31,0,7.09,有,24.9657121,121.2241077
中壢區,房地(土地+建物),桃園市中壢區忠孝路２４６巷２９弄４９號二樓,住,1110311,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,27.99,96.62,3,2,2,有,無,4100000,42434,0,0,85.77,0,10.85,無,24.9801427,121.2546054
中壢區,房地(土地+建物),桃園市中壢區文成北街５巷８號四樓,住,1110406,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,25.9,68.7,3,2,2,有,無,4700000,68413,0,0,68.7,0,0,無,24.9795132,121.2518715
中壢區,房地(土地+建物)+車位,桃園市中壢區六和路３８號二樓之２,住,1110319,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,13.55,142.12,3,2,2,有,有,10600000,82398,31.68,1500000,78.58,0,12.66,有,24.9647565,121.2243982
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110227,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.85,130.6,2,2,1,有,無,8960000,80547,,1540000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110223,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.85,130.6,2,2,1,有,無,8580000,76314,,1550000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110223,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.85,130.6,2,2,1,有,無,8790000,78593,,1550000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110303,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,21.83,126.45,2,2,2,有,無,8390000,77867,,1540000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110222,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,21.83,126.45,2,2,2,有,無,8510000,79118,,1550000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110308,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,21.83,126.45,2,2,2,有,無,8700000,81505,,1530000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110228,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.55,133.4,2,2,1,有,無,8850000,77960,,1450000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110223,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.55,130.45,2,2,1,有,無,9030000,79751,,1460000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110223,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.55,133.4,2,2,1,有,無,9180000,80383,,1550000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110308,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.55,133.4,2,2,1,有,無,9440000,82280,,1630000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110308,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,33.95,175.27,3,2,2,有,無,14280000,92478,,1630000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110227,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,33.95,175.27,3,2,2,有,無,13500000,86044,,1730000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110226,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,33.95,175.27,3,2,2,有,無,13500000,86629,,1650000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110228,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,25.98,143.15,3,2,2,有,無,10680000,86462,,1630000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區1-9號道路高鐵南路松信一街交叉口,住,1110228,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,25.98,143.15,3,2,2,有,無,10200000,83596,,1450000,,,,,25.0109561,121.2119293
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵北路一段、青峰路二段,住,1110311,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.8,151.03,3,2,2,有,無,17200000,124959,,2000000,,,,,25.0180816,121.2220533
中壢區,房地(土地+建物)+車位,桃園市中壢區領航南路一段,住,1110313,土地1建物1車位1,十九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,31.88,209.8,3,2,2,有,無,25900000,146131,,1800000,,,,,25.0008913,121.2069315
中壢區,房地(土地+建物)+車位,桃園市中壢區文興路與文昌路交叉口,住,1110309,土地1建物1車位2,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,26.87,193.79,3,2,2,有,無,16750000,104706,,3600000,,,,,24.9996807,121.2065281
中壢區,房地(土地+建物)+車位,桃園市中壢區文興路與文昌路交叉口,住,1110310,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,19.59,125.85,2,2,1,有,無,12870000,119564,,1900000,,,,,24.9996807,121.2065281
中壢區,房地(土地+建物)+車位,桃園市中壢區文興路與文昌路交叉口,住,1110313,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,19.59,125.85,2,2,1,有,無,11980000,110954,,1800000,,,,,24.9996807,121.2065281
中壢區,房地(土地+建物)+車位,桃園市中壢區文興路與文昌路交叉口,住,1110313,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,24.88,150.65,3,2,2,有,無,15030000,113085,,1850000,,,,,24.9996807,121.2065281
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵北路一段,商,1110319,土地2建物1車位1,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,9.03,107.11,2,2,1,有,無,13900000,144290,,2100000,,,,,25.0143928,121.2150237
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵北路一段,商,1110319,土地2建物1車位1,五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,9.03,111.14,2,2,1,有,無,13200000,139398,,1800000,,,,,25.0143928,121.2150237
中壢區,房地(土地+建物),桃園市中壢區高鐵北路一段,商,1110314,土地2建物1車位0,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,9.03,81.78,2,2,1,有,無,11920000,145757,,0,,,,,25.0143928,121.2150237
中壢區,房地(土地+建物),桃園市中壢區高鐵北路一段,商,1110317,土地2建物1車位0,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,12.84,115.6,3,2,2,有,無,15600000,134948,,0,,,,,25.0143928,121.2150237
中壢區,房地(土地+建物),桃園市中壢區高鐵北路一段,商,1110318,土地2建物1車位0,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,8.23,74.46,1,1,1,有,無,10850000,145716,,0,,,,,25.0143928,121.2150237
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵北路一段,商,1110316,土地2建物1車位1,九層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,10.88,127.61,3,2,2,有,無,18300000,167939,,1800000,,,,,25.0143928,121.2150237
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵北路一段,商,1110314,土地2建物1車位1,十六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,12.84,144.96,3,2,2,有,無,17370000,132958,,2000000,,,,,25.0143928,121.2150237
中壢區,房地(土地+建物)+車位,桃園市中壢區青埔路一段與青商路交叉口,商,1110318,土地5建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.03,164.06,3,2,2,有,無,20730000,132240,,2100000,,,,,25.0077916,121.2192226
中壢區,房地(土地+建物)+車位,桃園市中壢區青埔路一段與青商路交叉口,商,1110317,土地5建物1車位1,七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,12.58,111.84,2,2,2,有,無,13590000,132980,,1800000,,,,,25.0077916,121.2192226
中壢區,房地(土地+建物),桃園市中壢區民權路及中新東路口,商,1110223,土地1建物1車位0,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,9.9,73.22,2,1,1,有,無,8420000,114996,,0,,,,,24.959725,121.2174661
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路三段與圓光路交叉口附近,,1110320,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,29.7,146.28,3,2,2,有,無,12260000,92559,,1500000,,,,,24.9962582,121.1978085
中壢區,房地(土地+建物),桃園市中壢區高鐵南路三段與圓光路交叉口附近,,1110226,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.95,89.79,2,2,1,有,無,7460000,83083,,0,,,,,24.9962582,121.1978085
