鄉鎮市區,交易標的,土地位置建物門牌,都市土地使用分區,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位移轉總面積(平方公尺),車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,Lat,Lng
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６３號十三樓,住,1080618,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.69,121,2,2,1,有,有,8183000,72346,26.98,1381000,55.46,0,7.23,有,24.9430881,121.2473908
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９３號五樓,住,1081030,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,19.98,116.65,2,2,1,有,有,7866000,71707,24.86,1284000,54.2,0,7.01,有,24.9428689,121.2471734
中壢區,房地(土地+建物),桃園市中壢區龍慈路５５號十二樓,住,1100830,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,18.64,108.97,2,2,1,有,有,7884000,72350,0,0,64.02,0,8.64,有,24.9431466,121.2474488
中壢區,房地(土地+建物),桃園市中壢區龍慈路８３號二樓,住,1090822,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.59,132.08,3,2,2,有,有,9433000,71419,0,0,77.54,0,10.53,有,24.942942,121.2472458
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８５號四樓,住,1081127,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.71,121.1,2,2,1,有,有,8077000,71143,26.98,1381000,55.53,0,7.23,有,24.9429273,121.2472313
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８１號九樓,住,1071205,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.39,119.03,2,2,1,有,有,8165000,72040,24.86,1381000,55.56,0,7.23,有,24.9429566,121.2472603
中壢區,房地(土地+建物),桃園市中壢區龍慈路５９號四樓,住,1090401,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,16.27,95.11,2,2,1,有,有,6767000,71149,0,0,57.63,0,5.79,有,24.9431174,121.2474198
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號九樓,住,1071226,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,26.38,154.22,3,2,2,有,有,10541000,71990,26.98,1381000,76.89,0,7.95,有,24.9430589,121.2473618
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９３號十三樓,住,1071125,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.32,118.77,2,2,2,有,有,8016000,72285,26.98,1381000,54.2,0,7.01,有,24.9428689,121.2471734
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９３號九樓,住,1071221,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.32,118.77,2,2,2,有,有,7989000,71990,26.98,1381000,54.2,0,7.01,有,24.9428689,121.2471734
中壢區,房地(土地+建物),桃園市中壢區龍慈路９３號十樓,住,1071126,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,15.71,91.79,2,2,2,有,有,6608000,71990,0,0,54.2,0,7.01,有,24.9428689,121.2471734
中壢區,房地(土地+建物),桃園市中壢區龍慈路８１號十四樓,住,1080510,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,16.11,94.17,2,2,1,有,有,6811000,72327,0,0,55.56,0,7.23,有,24.9429566,121.2472603
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號十一樓,住,1080511,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.72,121.15,2,2,1,有,有,8271000,72040,26.98,1487000,55.56,0,7.23,有,24.9430735,121.2473763
中壢區,房地(土地+建物),桃園市中壢區龍慈路６９號八樓,住,1071128,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,16.1,94.12,2,2,1,有,有,6776000,71993,0,0,55.53,0,7.23,有,24.9430443,121.2473473
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號四樓,住,1080524,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,26.38,154.22,3,2,2,有,有,10427000,71094,26.98,1381000,76.89,0,7.95,有,24.9430589,121.2473618
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號七樓,住,1100129,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,26.38,154.22,3,2,2,有,有,10612000,71715,26.98,1487000,76.89,0,7.95,有,24.9430589,121.2473618
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６３號十樓,住,1101201,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.69,121,2,2,1,有,有,8254000,71974,26.98,1487000,55.46,0,7.23,有,24.9430881,121.2473908
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７５號十樓,住,1100510,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.39,119.03,2,2,1,有,有,8165000,72040,24.86,1381000,55.56,0,7.23,有,24.9430004,121.2473038
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９３號四樓,住,1080106,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.32,118.77,2,2,2,有,有,7910000,71130,26.98,1381000,54.2,0,7.01,有,24.9428689,121.2471734
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５１號七樓,住,1080313,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.79,121.53,2,2,1,有,有,8165000,71750,26.98,1381000,55.82,0,7.23,有,24.9432607,121.2473737
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號八樓,住,1110217,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,26.38,154.22,3,2,2,有,有,10541000,71990,26.98,1381000,76.89,0,7.95,有,24.9430151,121.2473183
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７５號五樓,住,1090711,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.72,121.15,2,2,1,有,有,8245000,71764,26.98,1487000,55.56,0,7.23,有,24.9430004,121.2473038
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８７號三樓,住,1080103,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.71,121.1,2,2,1,有,有,8104000,71430,26.98,1381000,55.53,0,7.23,有,24.9429127,121.2472168
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號十樓,住,1080225,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.38,118.98,2,2,1,有,有,8060000,71993,24.86,1284000,55.53,0,7.23,有,24.9430297,121.2473328
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５９號七樓,住,1080610,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.89,122.09,2,2,1,有,有,8307000,71706,26.98,1487000,57.63,0,5.79,有,24.9431174,121.2474198
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７７號三樓,住,1100511,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.36,118.88,2,2,1,有,有,7998000,71410,24.86,1284000,55.46,0,7.23,有,24.9429858,121.2472893
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８５號九樓,住,1071207,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.71,121.1,2,2,1,有,有,8157000,71993,26.98,1381000,55.53,0,7.23,有,24.9429273,121.2472313
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８３號十三樓,住,1071130,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,27.64,161.62,3,2,2,有,有,11122000,72348,26.98,1381000,77.54,0,12.24,有,24.942942,121.2472458
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６９號二樓,住,1100919,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.71,121.1,2,2,1,有,有,8210000,71430,26.98,1487000,55.53,0,7.23,有,24.9430443,121.2473473
中壢區,房地(土地+建物),桃園市中壢區龍慈路８９號三樓,住,1081004,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.03,134.64,3,2,2,有,有,9618000,71435,0,0,77.54,0,12.24,有,24.9428981,121.2472023
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５３號九樓,住,1090907,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,208.86,122.09,2,2,1,有,有,8342000,72074,26.98,1487000,57.63,0,5.79,有,24.9432461,121.2473592
中壢區,房地(土地+建物),桃園市中壢區龍慈路６１號九樓,住,1080730,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,15.81,92.4,2,2,1,有,有,6652000,71991,0,0,57.86,0,3.75,有,24.9431028,121.2474053
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６９號十二樓,住,1071226,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.71,121.1,2,2,1,有,有,8192000,72365,26.98,1381000,55.53,0,7.23,有,24.9430443,121.2473473
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號十樓,住,1080329,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,25.31,147.98,2,2,1,有,有,9529000,71974,53.96,2762000,55.46,0,7.23,有,24.9429712,121.2472748
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９１號十二樓,住,1110118,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.72,121.15,2,2,1,有,有,8192000,72327,26.98,1381000,55.56,0,7.23,有,24.9428835,121.2471879
中壢區,房地(土地+建物),桃園市中壢區龍慈路５５號四樓,住,1100412,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,18.64,108.97,2,2,2,有,有,7752000,71139,0,0,64.02,0,8.64,有,24.9431466,121.2474488
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８９號十二樓,住,1071123,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,27.64,161.62,3,2,2,有,有,11228000,72348,26.98,1487000,77.54,0,12.24,有,24.9428981,121.2472023
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７５號八樓,住,1110118,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.72,121.15,2,2,1,有,有,8271000,72040,26.98,1487000,55.56,0,7.23,有,24.9430004,121.2473038
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６９號六樓,住,1071128,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.38,118.98,2,2,1,有,有,8033000,71706,24.86,1284000,55.53,0,7.23,有,24.9430443,121.2473473
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號十三樓,住,1090720,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.72,121.15,2,2,1,有,有,8298000,72327,26.98,1487000,55.56,0,7.23,有,24.9430735,121.2473763
中壢區,房地(土地+建物),桃園市中壢區龍慈路６１號四樓,住,1090224,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,15.81,92.4,2,2,1,有,有,6573000,71136,0,0,57.86,0,3.75,有,24.9431028,121.2474053
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９３號十二樓,住,1071130,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.32,118.77,4,2,2,有,有,8016000,72285,26.98,1381000,54.2,0,7.01,有,24.9428689,121.2471734
中壢區,房地(土地+建物),桃園市中壢區龍慈路８７號十二樓,住,1110104,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0.16,94.12,2,2,1,有,有,6811000,72365,0,0,55.53,0,7.23,有,24.9429127,121.2472168
中壢區,房地(土地+建物),桃園市中壢區龍慈路５７號三樓,住,1080111,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,18.64,108.97,2,2,1,有,有,7779000,71387,0,0,64.02,0,8.64,有,24.943132,121.2474343
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５７號十五樓,住,1071123,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.26,135.96,2,2,1,有,有,9398000,72591,26.98,1487000,64.02,0,8.64,有,24.943132,121.2474343
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號十三樓,住,1080510,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.71,121.1,2,2,1,有,有,8192000,72365,26.98,1381000,55.53,0,7.23,有,24.9430297,121.2473328
中壢區,房地(土地+建物),桃園市中壢區龍慈路５５號九樓,住,1110301,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,18.64,108.97,2,2,2,有,有,7849000,72029,0,0,64.02,0,8.64,有,24.9431466,121.2474488
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號七樓,住,1080731,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.72,121.15,2,2,1,有,有,8139000,71764,26.98,1381000,55.56,0,7.23,有,24.9430735,121.2473763
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７５號十一樓,住,1071126,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.72,121.15,2,2,1,有,有,8271000,72040,26.98,1487000,55.56,0,7.23,有,24.9430004,121.2473038
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５１號十二樓,住,1080618,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.79,121.53,2,2,1,有,有,8218000,72311,26.98,1381000,55.82,0,7.23,有,24.9432607,121.2473737
中壢區,房地(土地+建物),桃園市中壢區龍慈路８３號三樓,住,1080531,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,23.03,134.64,3,3,3,有,有,9618000,71435,0,0,77.54,0,12.24,有,24.942942,121.2472458
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５３號十五樓,住,1071229,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,18.98,110.94,2,2,2,有,有,7532000,73261,26.98,1381000,47.58,0,8.4,有,24.9432461,121.2473592
中壢區,房地(土地+建物),桃園市中壢區龍慈路７５號二樓,住,1090308,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,16.02,93.63,2,2,1,有,有,6688000,71430,0,0,55.56,0,6.87,有,24.9430004,121.2473038
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８９號六樓,住,1090525,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,27.64,161.62,3,3,3,有,有,11034000,71695,26.98,1381000,77.54,0,12.24,有,24.9428981,121.2472023
中壢區,房地(土地+建物),桃園市中壢區龍慈路８１號五樓,住,1090929,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,16.11,94.17,2,2,1,有,有,6758000,71764,0,0,55.56,0,7.23,有,24.9429566,121.2472603
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８７號十四樓,住,1080610,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,20.38,118.98,2,2,1,有,有,8192000,72365,24.86,1381000,55.53,0,7.23,有,24.9429127,121.2472168
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街２６號六樓,住,1100827,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.76,131.12,2,2,1,有,有,11280000,101796,37.01,1700000,59.25,0,3.33,有,24.965167,121.2176633
中壢區,房地(土地+建物),桃園市中壢區福全路１７７巷１３號,,1110409,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,87.35,91.64,7,2,3,有,無,3200000,34919,0,0,91.64,0,0,無,24.9889805,121.1690124
中壢區,房地(土地+建物),桃園市中壢區興東路５０８巷１７號,農,1110415,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,95.85,199.92,5,3,3,有,無,10300000,51521,0,0,180.43,1.16,18.33,無,24.9846828,121.2186799
中壢區,房地(土地+建物)+車位,桃園市中壢區榮民南路６５巷１７０號,農,1110321,土地3建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,78.39,186.76,4,3,3,有,有,13580000,72714,0,0,170.98,4.76,11.01,無,24.9550749,121.2606194
中壢區,房地(土地+建物),桃園市中壢區弘揚路２２號七樓之１,住,1110220,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,15.51,93.38,3,2,2,有,有,6000000,64254,0,0,63.76,3.16,4.41,有,24.9529608,121.2404828
中壢區,房地(土地+建物),桃園市中壢區慈惠三街６６號二樓,商,1110331,土地8建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,15.36,58.01,2,1,1,有,有,7000000,120669,0,0,36.31,0,3.28,有,24.9612544,121.2255933
中壢區,房地(土地+建物),桃園市中壢區吳鳳一街２８號四樓,住,1110329,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,28.46,73.74,3,2,1,有,無,3450000,46786,0,0,73.74,0,0,無,24.9463222,121.2248515
中壢區,房地(土地+建物),桃園市中壢區新中北路二段１２６巷７１弄２８號,住,1110315,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,55,78.64,4,2,2,有,無,5500000,69939,0,0,78.64,0,0,無,24.9553261,121.2622032
中壢區,房地(土地+建物),桃園市中壢區新中北路二段１２６巷７１弄３０號,住,1110315,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,55,78.64,4,2,2,有,無,4600000,58494,0,0,78.64,0,0,無,24.9553261,121.2622032
中壢區,房地(土地+建物),桃園市中壢區中央西路一段７６巷２３弄８號三樓之３,商,1110407,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,6.4,34.77,1,1,1,有,無,2500000,71901,0,0,34.77,0,0,有,24.9586962,121.2215178
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街２８號五樓,住,1100927,土地1建物1車位2,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,35.79,206.23,3,2,2,有,有,16800000,98328,74.02,3800000,77.29,0,10.62,有,24.9651783,121.2177015
中壢區,房地(土地+建物)+車位,桃園市中壢區精忠二街３５號十二樓,住,1110307,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,33.88,190.79,3,2,2,有,有,9200000,48221,0,0,98.98,0,13.42,有,24.9706946,121.2561222
中壢區,房地(土地+建物),桃園市中壢區中園路二段１４３之２號六樓,住,1110407,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,14.66,84.36,4,2,1,有,有,5380000,63774,0,0,62.58,0.86,6.49,有,24.9924417,121.2337931
中壢區,房地(土地+建物),桃園市中壢區龍慈路８７號十三樓,住,1080521,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,16.1,94.12,2,2,1,有,有,6811000,72365,0,0,55.53,0,7.23,有,24.9429127,121.2472168
中壢區,房地(土地+建物)+車位,桃園市中壢區中華路一段７４３巷２弄８３號,工,1110313,土地1建物1車位1,一層，二層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,28.41,168.18,0,0,0,無,有,9900000,58866,26.41,0,100.14,0,0,有,24.9679008,121.2478426
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街２６號七樓,住,1100722,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.76,131.12,2,2,1,有,有,11400000,102858,37.01,1720000,59.25,0,3.33,有,24.965167,121.2176633
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街２６號十樓,住,1100824,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.76,131.12,2,2,1,有,有,11600000,103071,37.01,1900000,59.25,0,3.33,有,24.965167,121.2176633
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街２８號三樓,住,1101028,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,29.38,169.23,3,2,2,有,有,15000000,100590,37.01,1700000,77.29,0,10.62,有,24.9651783,121.2177015
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街２８號八樓,住,1100913,土地1建物1車位2,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,35.79,206.23,3,2,2,有,有,16590000,99766,74.02,3400000,77.29,0,10.62,有,24.9651783,121.2177015
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街２８號十樓,住,1100311,土地1建物1車位2,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,35.79,206.23,3,2,2,有,有,16700000,100598,74.02,3400000,77.29,0,10.62,有,24.9651783,121.2177015
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３０號,住,1100108,土地1建物1車位1,一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.06,127.21,2,2,1,有,有,12080000,113969,37.01,1800000,56.49,0,3.49,有,24.9651896,121.2177398
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３０號二樓,住,1101026,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,29.38,169.23,3,2,2,有,有,14900000,98321,37.01,1900000,77.29,0,10.62,有,24.9651896,121.2177398
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３０號三樓,住,1100928,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,29.38,169.23,3,2,2,有,有,15000000,99834,37.01,1800000,77.29,0,10.62,有,24.9651896,121.2177398
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３０號五樓,住,1101005,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,29.38,169.23,3,2,2,有,有,15200000,100590,37.01,1900000,77.29,0,10.62,有,24.9651896,121.2177398
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３０號八樓,住,1091231,土地1建物1車位2,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,35.79,206.23,3,2,2,有,有,16680000,99539,74.02,3520000,77.29,0,10.62,有,24.9651896,121.2177398
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３０號九樓,住,1091215,土地1建物1車位2,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,35.79,206.23,3,2,2,有,有,16730000,99312,74.02,3600000,77.29,0,10.62,有,24.9651896,121.2177398
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３０號十樓,住,1091211,土地1建物1車位2,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,35.79,206.23,3,2,2,有,有,16820000,99992,74.02,3600000,77.29,0,10.62,有,24.9651896,121.2177398
中壢區,房地(土地+建物)+車位,桃園市中壢區光輝街３２號,住,1100108,土地1建物1車位1,一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,22.98,132.46,2,2,1,有,有,12750000,115767,37.01,1700000,60.27,0,3.2,有,24.9652009,121.2177781
中壢區,房地(土地+建物),桃園市中壢區仁德街６３巷５弄３０號,住,1110305,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,86.15,56.34,3,2,2,有,無,8400000,149095,0,0,56.34,0,0,無,24.9429192,121.2510613
中壢區,房地(土地+建物)+車位,桃園市中壢區弘揚路８０號七樓,住,1110225,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,34.19,191.56,7,1,7,有,有,9000000,46983,0,0,137.09,0,16.92,有,24.9536698,121.241407
中壢區,房地(土地+建物),桃園市中壢區九和一街１號八樓之１０,商,1110318,土地1建物1車位0,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3.48,44.66,1,1,1,有,有,4010000,89790,0,0,29.94,0,2.84,有,24.9618313,121.2233083
中壢區,房地(土地+建物),桃園市中壢區環西路二段２２６巷７號七樓,住,1110325,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,9.98,103.86,3,2,2,有,有,7860000,75679,0,0,61.89,0.68,12.9,有,24.9641397,121.2116888
中壢區,房地(土地+建物)+車位,桃園市中壢區長春路２５７號二樓,住,1110316,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,14.39,131.96,3,2,2,有,有,7250000,54941,0,0,70.23,0,7.35,有,24.9767491,121.2451979
中壢區,房地(土地+建物),桃園市中壢區龍和一街２４９巷４號二樓,住,1110329,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,24.73,134.59,3,2,2,有,有,8100000,60183,0,0,94.8,1.35,9.66,有,24.9392807,121.2454589
中壢區,房地(土地+建物),桃園市中壢區大仁二街１５號八樓之２,住,1110409,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,11.92,47.1,1,1,1,有,有,3200000,67941,0,0,33.36,0,0,有,24.9547959,121.2425303
中壢區,房地(土地+建物)+車位,桃園市中壢區華美一路４１號,住,1110327,土地1建物1車位1,全,四層,透天厝,住商用,鋼筋混凝土造,101.66,326.97,3,5,5,有,有,21300000,65144,0,0,275.12,12.1,10.09,無,24.9564909,121.2623949
中壢區,房地(土地+建物),桃園市中壢區中山東路二段２８號五樓　　,住,1110313,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,23.41,113,2,2,2,有,有,6494200,57471,0,0,79,0,12.02,有,24.9540426,121.2373515
中壢區,房地(土地+建物),桃園市中壢區興安街１５號三樓,住,1110328,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,22.38,86.53,5,0,5,有,無,4200000,48538,0,0,73.78,0,4.86,無,24.9656659,121.2624696
